,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
3923,1,1,4,1,1,1954,56,5,4,-1,5,2,1,3,7,0,1,0,0,3,2,2,2,4,2
3924,0,1,-1,2,8,1980,30,5,5,5,2,4,3,2,7,0,2,2,0,1,4,4,4,4,3
3925,0,0,4,2,3,1988,22,5,4,3,1,4,3,2,1,0,1,0,0,1,2,3,3,3,5
3926,-1,-1,-1,-1,9,-1,-1,4,4,4,1,2,3,3,7,0,1,2,0,1,3,3,3,3,5
3927,1,1,4,2,3,1991,19,4,4,4,1,2,1,3,10,0,2,1,0,1,4,2,2,2,5
3928,1,1,1,1,7,1964,46,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
3929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3930,1,1,4,2,2,1975,35,2,2,2,2,2,1,7,12,1,2,1,0,1,4,4,4,4,5
3931,1,1,4,2,2,1967,43,2,2,2,2,4,1,2,10,1,2,4,1,1,3,3,4,4,4
3932,0,-1,-1,-1,8,-1,-1,5,5,5,2,2,1,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3933,1,1,4,2,2,1978,32,1,2,1,5,1,2,3,7,0,1,0,0,1,4,4,4,4,5
3934,1,1,4,2,1,1964,46,1,1,1,1,2,1,5,12,1,0,0,0,-1,4,4,4,4,3
3935,1,0,1,2,8,1992,18,6,6,5,6,1,3,2,1,0,2,-1,0,1,1,2,3,4,3
3936,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3937,1,1,1,1,1,1990,20,5,3,5,1,4,1,3,1,0,4,-1,0,3,4,4,4,4,4
3938,0,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3939,0,1,1,1,1,-1,-1,4,4,4,6,1,2,3,5,0,2,-1,0,3,4,4,4,4,2
3940,1,1,1,1,1,1969,41,5,5,5,1,2,1,5,10,0,0,-1,0,1,4,3,3,3,4
3941,-1,-1,-1,2,1,1982,28,4,2,2,5,-1,1,5,12,1,0,0,0,3,4,4,4,4,5
3942,0,1,1,1,12,1971,39,5,3,4,2,2,1,4,8,1,-1,-1,0,1,1,4,4,4,4
3943,1,-1,4,2,1,1954,56,-1,1,1,2,2,1,3,8,1,-1,-1,0,1,4,3,3,3,3
3944,1,1,4,2,8,1992,18,5,5,5,3,4,3,2,1,0,3,-1,0,3,3,3,3,3,2
3945,0,1,3,1,1,1962,48,5,3,5,5,1,1,2,9,1,1,2,0,1,2,1,2,2,3
3946,1,1,4,1,1,1977,33,5,4,5,5,4,1,3,9,1,1,-1,0,2,3,3,3,3,4
3947,0,0,1,2,3,1985,25,1,3,3,1,2,1,7,11,0,1,-1,0,2,3,3,3,3,3
3948,1,0,4,1,1,1974,36,5,5,5,5,4,3,2,9,0,1,-1,0,3,2,3,3,3,4
3949,1,1,1,2,2,1977,33,1,2,1,2,4,1,5,10,1,1,-1,0,3,3,3,3,3,3
3950,0,0,4,1,3,1984,26,3,3,3,2,4,3,2,1,0,1,-1,0,2,1,4,2,2,3
3951,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
3952,1,1,-1,2,8,1939,71,5,4,-1,1,2,1,6,8,1,2,0,0,1,4,3,4,4,5
3953,1,1,4,1,1,99,-1,5,3,5,4,3,1,7,11,1,-1,-1,0,3,4,4,4,4,4
3955,1,1,4,2,6,1971,39,1,4,1,3,2,1,5,10,1,2,2,0,1,1,1,1,1,3
3956,1,0,3,2,2,1986,24,1,1,1,2,2,1,4,12,0,3,0,0,1,4,4,3,3,4
3957,1,1,1,2,2,1964,46,3,3,1,1,2,1,2,12,1,0,1,0,3,4,4,4,3,5
3958,1,1,2,1,3,1989,21,3,3,3,5,1,1,2,9,0,2,0,0,1,3,3,3,3,3
3959,1,1,4,2,1,1964,46,1,1,1,1,2,1,5,10,1,1,0,1,1,4,4,3,3,5
3960,1,1,1,1,3,1978,32,4,4,4,2,2,1,5,8,0,-1,-1,0,1,3,4,3,3,2
3961,1,1,4,1,3,1955,55,5,4,4,2,2,1,3,11,1,0,-1,0,1,2,2,3,3,5
3962,0,1,4,2,1,1976,34,1,2,1,3,2,1,3,2,0,1,0,1,1,4,4,4,4,4
3963,1,1,1,2,2,1975,35,1,3,1,2,2,3,2,9,1,1,-1,0,1,3,3,3,3,4
3964,1,0,3,1,3,1990,20,3,3,-1,-1,-1,-1,-1,-1,0,3,5,0,1,3,3,3,3,5
3965,1,1,1,2,2,1984,26,1,2,1,1,2,1,6,6,0,5,-1,0,1,4,4,4,4,2
3966,1,1,4,2,12,-1,-1,1,-1,1,1,2,1,4,9,0,-1,-1,0,2,4,4,4,4,5
3967,0,0,1,2,2,1987,23,1,4,1,1,1,1,6,-1,0,-1,-1,1,2,2,-1,-1,-1,-1
3968,1,1,1,1,1,1978,32,2,5,5,2,2,1,6,10,1,1,-1,1,1,2,3,3,3,4
3969,1,1,1,1,3,1987,23,5,3,4,5,2,1,5,12,1,-1,-1,-1,1,-1,-1,4,-1,5
3970,1,1,1,2,2,1980,30,1,2,1,2,2,1,5,10,1,2,3,1,1,4,4,4,4,5
3971,1,1,1,1,1,1990,20,5,5,5,2,4,4,2,-1,0,2,-1,0,1,4,4,4,4,5
3972,1,1,1,1,1,1990,20,5,5,5,2,4,4,3,-1,0,1,-1,0,1,4,4,4,4,5
3973,1,1,4,1,7,1967,43,4,3,4,2,2,1,6,10,1,2,-1,0,1,4,4,4,4,4
3974,1,1,4,2,4,-1,-1,4,4,4,1,3,1,3,7,0,-1,-1,-1,1,4,4,4,4,5
3975,1,1,1,2,12,1966,44,2,4,2,5,4,-1,2,7,1,2,-1,0,1,4,4,2,4,4
3976,1,1,1,1,3,1964,46,3,3,3,5,2,1,5,9,1,-1,-1,0,1,4,-1,-1,-1,3
3977,0,1,3,2,2,1989,21,1,1,1,2,2,1,3,7,0,2,0,1,1,-1,-1,-1,-1,4
3978,1,1,3,2,2,1978,32,1,2,1,2,2,1,4,9,1,2,1,0,1,4,4,4,4,5
3979,1,0,4,2,8,1984,26,5,5,5,2,2,1,6,-1,1,-1,-1,0,1,3,3,3,3,4
3980,0,0,4,2,3,1981,29,3,3,3,1,2,1,7,6,0,-1,-1,-1,1,4,4,4,4,5
3981,1,1,4,2,6,1955,55,1,5,1,3,2,1,5,10,1,-1,9,0,3,4,4,4,4,5
3982,0,0,2,1,1,1981,29,5,5,4,1,2,1,5,8,1,1,0,0,2,4,4,2,4,-1
3983,1,1,4,1,1,1982,28,5,5,5,2,2,1,5,8,1,2,0,0,1,4,4,4,4,3
3984,1,1,3,2,2,1970,40,1,2,1,3,2,1,7,12,1,1,0,-1,1,4,4,4,4,4
3985,1,1,1,2,2,1983,27,1,2,1,1,2,1,3,1,1,2,2,0,1,4,4,4,4,5
3986,1,1,3,2,6,1959,51,1,-1,1,5,2,1,3,-1,0,3,0,0,3,4,4,4,4,3
3987,0,0,4,1,1,1986,24,5,4,5,4,2,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3988,1,1,1,1,1,1983,27,5,5,5,4,1,1,2,1,0,2,0,0,1,4,-1,4,4,5
3989,1,0,4,2,2,1984,26,1,1,1,2,1,1,3,10,1,1,1,0,1,2,3,3,3,3
3990,1,1,1,2,2,1971,39,1,2,1,1,2,1,6,11,1,1,0,0,1,4,4,4,4,4
3992,1,1,4,2,2,1978,32,1,3,1,4,2,1,6,9,1,6,1,0,1,1,4,4,4,4
3993,0,0,4,1,1,1988,22,5,4,5,-1,2,1,3,1,0,4,1,0,1,2,2,3,2,3
3994,1,1,3,2,2,1988,22,2,3,1,2,2,1,5,1,1,3,-1,0,1,4,4,4,4,3
3995,0,0,2,2,2,1981,29,1,2,1,2,3,1,5,1,0,2,-1,0,2,4,4,4,4,-1
3996,1,1,4,2,2,1984,26,1,4,1,1,2,1,5,9,0,1,-1,0,1,4,2,3,3,5
3997,1,0,4,2,4,1978,32,1,1,2,4,4,1,4,2,0,2,0,0,1,3,3,3,3,3
3998,1,1,1,2,3,1951,59,6,4,3,1,5,1,4,2,0,2,-1,0,1,3,3,3,2,3
3999,1,1,1,1,1,1965,45,5,5,4,2,2,1,7,9,0,0,0,0,1,2,2,2,2,4
4000,0,0,1,2,2,1970,40,1,2,1,2,2,1,4,10,0,1,-1,0,1,4,4,4,4,4
4001,0,0,1,2,2,1970,40,1,1,1,2,2,1,3,10,1,1,-1,0,1,4,4,4,4,3
4002,1,1,-1,2,8,1991,19,5,6,5,2,4,1,2,-1,0,3,1,0,2,2,2,3,4,2
4003,0,1,1,2,3,1979,31,4,3,3,2,4,3,-1,8,1,6,2,0,1,3,4,3,4,3
4004,0,0,1,2,2,1973,37,1,2,1,1,2,1,4,1,0,1,3,1,2,4,3,3,3,3
4005,1,1,1,1,1,1964,46,5,4,5,1,2,1,4,10,1,0,0,0,1,4,3,4,4,2
4006,1,1,4,2,1,1986,24,1,2,2,3,2,1,5,8,0,0,0,1,1,3,4,4,4,4
4007,1,1,1,2,3,1992,18,1,3,1,-1,-1,1,2,6,0,3,3,0,1,4,4,4,4,4
4008,1,1,1,2,2,1987,23,2,2,2,2,3,3,3,2,0,3,-1,0,3,3,3,3,3,3
4009,1,1,1,2,1,1969,41,1,2,1,2,2,1,5,9,1,1,2,1,2,3,3,3,3,5
4010,1,1,1,2,2,1965,45,1,2,1,2,2,1,2,12,1,2,1,0,1,4,4,4,4,4
4011,1,1,1,1,1,1972,38,5,5,5,1,2,1,7,9,1,1,-1,0,1,3,2,3,3,3
4012,1,1,4,2,8,1992,18,6,6,5,2,4,4,2,10,0,3,1,0,1,3,2,3,3,3
4013,1,1,1,1,8,1982,28,1,1,1,2,2,1,3,12,1,-1,-1,0,3,3,3,3,3,4
4014,1,1,1,2,2,1970,40,-1,3,-1,2,2,1,2,10,1,2,1,0,3,4,2,2,2,3
4015,1,1,1,1,7,1967,43,4,4,4,2,4,1,5,10,1,-1,-1,0,1,4,4,4,4,5
4016,1,1,1,1,1,1971,39,5,5,5,2,2,1,7,12,1,1,-1,-1,1,2,2,2,2,3
4017,0,1,1,1,1,1984,26,5,5,5,1,2,1,5,9,0,1,-1,1,2,3,3,3,3,4
4018,1,1,-1,2,8,1956,54,6,5,5,2,2,1,7,12,1,1,-1,0,1,4,4,4,4,4
4019,1,1,1,2,8,1957,53,5,5,5,5,2,1,3,2,1,2,1,0,3,2,2,2,2,5
4020,0,0,4,2,2,1990,20,1,4,1,-1,2,4,2,1,0,2,-1,0,2,3,3,3,3,3
4021,0,0,1,2,2,1985,25,1,2,1,1,3,1,2,1,0,2,-1,0,2,3,3,3,3,2
4022,1,1,1,1,1,1951,59,6,4,5,2,2,1,3,9,1,-1,-1,0,1,4,4,4,3,4
4023,0,0,1,2,1,1979,31,1,1,1,2,3,3,5,9,1,-1,-1,0,1,3,3,3,3,3
4024,1,1,4,1,1,1968,42,5,5,5,3,2,1,5,5,1,1,1,0,1,3,3,3,4,4
4025,-1,-1,-1,-1,3,1958,52,3,2,3,1,2,1,6,12,1,1,-1,0,1,4,4,4,4,4
4026,0,1,4,2,3,1957,53,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4027,1,1,1,1,1,1985,25,5,5,5,1,2,1,5,9,0,1,0,0,1,-1,-1,-1,-1,4
4028,1,1,4,2,3,1983,27,4,3,3,2,2,1,4,8,0,2,2,0,1,4,2,2,4,3
4029,1,1,1,2,3,1983,27,5,4,3,1,4,4,2,7,0,1,0,0,2,4,4,4,4,4
4030,1,1,3,2,8,1992,18,5,5,5,2,2,3,2,11,0,2,1,0,1,3,4,4,2,3
4031,1,1,1,2,8,1992,18,6,6,5,2,2,3,2,5,0,1,-1,0,1,3,3,3,3,3
4032,1,1,1,-1,-1,1976,34,1,1,1,1,3,1,5,12,1,1,-1,0,-1,4,4,4,4,3
4033,1,1,1,2,4,1958,52,6,2,2,1,2,1,6,10,0,1,-1,0,1,4,4,4,4,4
4035,0,0,1,2,2,1965,45,1,5,1,1,2,1,2,1,1,1,-1,0,3,4,4,4,4,1
4036,0,0,-1,2,8,1992,18,5,5,5,1,3,3,2,-1,0,-1,-1,0,1,4,4,4,4,4
4037,1,1,1,1,1,1951,59,5,4,5,-1,2,1,5,10,1,1,-1,0,1,4,4,4,4,3
4038,1,1,4,2,8,1990,20,5,5,5,3,4,3,3,-1,0,2,2,0,3,4,4,4,4,3
4039,-1,-1,-1,-1,1,1951,59,5,4,4,1,2,1,5,7,0,1,-1,0,1,4,4,4,4,4
4040,1,1,1,2,1,1985,25,1,1,1,2,2,1,5,11,1,3,0,0,1,2,2,3,3,4
4041,1,1,3,2,1,1981,29,1,2,1,2,2,1,4,8,0,0,0,0,3,2,2,2,2,3
4042,1,1,1,2,2,1961,49,1,2,1,2,2,1,5,12,1,1,-1,0,1,4,4,3,3,4
4043,1,1,1,2,2,1955,55,1,2,1,2,2,1,7,12,1,1,0,0,1,3,2,2,2,3
4044,0,0,1,2,8,1987,23,5,5,5,6,1,1,2,1,0,-1,2,0,3,4,4,4,4,5
4045,1,1,4,2,3,1979,31,4,4,3,1,5,1,3,10,0,2,0,0,1,2,3,2,2,4
4046,0,0,1,1,8,-1,-1,-1,-1,1,3,-1,1,2,3,-1,-1,-1,-1,1,-1,-1,-1,-1,5
4047,1,1,1,2,8,1990,20,5,5,5,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4048,1,1,1,2,2,1970,40,1,4,1,2,2,1,4,10,1,2,-1,0,1,4,4,4,4,4
4049,1,1,1,2,4,1962,48,1,3,1,2,2,1,5,10,0,1,1,-1,2,3,3,3,4,3
4050,1,1,1,-1,1,1977,33,4,5,1,2,1,5,5,8,0,2,-1,-1,3,4,4,2,2,3
4051,1,1,4,-1,-1,1949,61,1,2,1,1,2,1,3,10,1,4,1,-1,-1,3,3,3,3,5
4052,1,1,1,2,4,1954,56,2,2,2,1,2,1,7,11,1,1,0,0,1,3,3,3,3,4
4053,1,1,1,2,2,1958,52,1,2,1,3,2,1,4,12,1,1,-1,0,1,4,4,4,4,3
4054,0,1,1,1,1,1966,44,6,6,5,5,2,1,1,2,0,-1,-1,-1,1,2,2,2,2,3
4055,1,1,4,2,1,1947,63,6,2,-1,-1,-1,3,2,12,-1,0,0,1,3,3,4,3,2,5
4056,1,1,1,1,1,1964,46,5,4,5,3,2,1,2,4,0,1,-1,0,1,2,1,2,1,3
4057,1,1,1,1,8,1957,53,5,5,5,1,3,1,6,8,1,1,-1,0,3,3,4,4,4,4
4058,1,1,1,1,3,1971,39,5,2,4,2,2,-1,7,10,1,1,-1,-1,1,4,3,3,4,4
4059,0,1,4,2,2,1961,49,6,2,1,2,3,1,7,3,0,0,-1,0,3,4,3,2,3,3
4060,1,1,4,2,2,1982,28,1,3,1,2,2,1,3,7,0,0,1,0,1,2,2,3,3,3
4061,1,1,1,1,-1,1965,45,1,1,1,2,2,1,4,1,0,0,0,0,2,2,2,2,2,4
4062,1,1,1,1,1,1968,42,5,4,5,2,3,1,7,12,1,1,0,0,1,4,4,3,4,2
4063,1,1,1,2,2,1966,44,1,3,1,2,2,1,4,9,1,5,1,0,1,4,4,4,4,2
4064,0,0,1,2,2,1966,44,1,2,1,2,2,1,3,10,0,1,0,0,2,4,4,2,3,3
4065,1,1,1,2,2,1954,56,1,2,1,2,2,1,3,11,1,3,2,0,1,4,4,3,3,2
4066,1,1,1,2,4,1956,54,1,1,1,2,2,1,3,10,1,1,0,0,1,4,4,4,4,4
4067,1,1,1,2,3,1952,58,1,4,3,2,2,1,3,10,1,1,0,0,2,3,3,2,3,3
4068,1,1,1,1,1,1967,43,5,4,5,2,2,1,6,12,1,0,0,0,1,3,3,3,3,4
4069,1,1,1,2,2,1968,42,1,2,1,2,2,1,4,10,1,0,0,0,1,4,4,4,4,3
4070,1,1,1,2,2,1932,78,1,2,2,2,2,1,2,9,1,2,0,0,1,4,4,4,4,3
4071,1,1,1,2,2,1929,81,1,2,-1,2,2,1,2,9,1,2,0,0,1,4,4,4,4,2
4072,1,1,1,2,8,1955,55,6,4,4,2,1,1,1,1,0,1,-1,0,1,3,3,3,3,3
4073,1,1,1,2,8,1951,59,5,5,5,5,2,1,2,8,0,1,-1,0,2,3,3,3,4,-1
4074,1,1,1,2,3,1971,39,1,3,1,-1,2,1,2,3,0,-1,3,-1,2,2,2,2,2,4
4075,1,1,1,2,-1,1964,46,1,1,1,2,2,1,2,-1,0,-1,-1,0,1,4,4,4,4,2
4076,1,1,1,2,2,1931,79,1,2,2,5,2,1,3,7,0,-1,-1,0,1,4,3,4,3,3
4077,1,1,1,2,2,1968,42,1,4,1,2,2,1,4,10,1,1,-1,0,1,4,4,4,4,3
4078,1,1,4,2,2,1954,56,1,2,1,2,2,1,5,8,1,3,-1,0,1,2,1,2,2,3
4079,1,0,3,2,2,1977,33,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,4,4,4,4,4
4080,1,1,-1,2,8,1962,48,6,4,5,2,2,1,4,9,1,2,-1,-1,1,4,4,4,4,3
4081,1,1,-1,2,8,1958,52,5,5,5,3,2,1,3,8,0,2,-1,0,1,3,3,3,3,4
4082,1,1,-1,2,8,1978,32,5,5,5,2,2,1,3,8,1,-1,1,0,1,4,4,4,4,5
4083,1,1,1,2,2,1953,57,6,1,1,1,2,1,1,3,1,1,-1,0,1,4,4,4,4,2
4084,1,1,1,2,2,1953,57,1,1,1,1,2,1,1,3,1,0,0,0,1,4,4,4,4,3
4085,1,1,1,1,1,1968,42,5,3,4,2,2,4,4,7,1,3,-1,1,1,3,4,2,3,4
4086,1,1,1,2,1,1952,58,6,1,1,1,2,1,3,9,0,1,-1,1,3,4,3,3,4,4
4087,1,1,4,-1,2,1948,62,1,1,1,-1,2,1,4,10,1,1,-1,0,1,3,3,3,3,3
4088,1,1,1,1,1,1969,41,5,3,5,6,2,3,3,7,0,1,-1,1,3,2,3,4,4,5
4089,1,1,1,1,1,1956,54,5,4,5,2,2,3,7,10,0,1,-1,1,-1,4,4,4,4,5
4090,1,1,4,1,1,1967,43,5,5,3,2,2,1,6,6,1,1,-1,0,1,4,3,3,4,4
4091,1,1,1,1,8,-1,-1,1,1,1,1,1,1,3,-1,-1,-1,-1,1,1,4,4,4,4,1
4092,1,1,1,2,8,1959,51,5,5,4,4,1,1,7,12,1,5,1,0,3,4,4,4,4,4
4093,1,1,3,2,2,1962,48,1,1,1,1,2,1,3,9,1,1,-1,-1,1,4,3,4,4,3
4094,1,1,4,2,2,1957,53,1,2,1,-1,2,1,2,12,1,4,2,0,1,4,4,4,4,4
4095,1,1,1,1,1,1983,27,5,4,5,1,2,1,3,1,0,0,0,0,1,3,2,2,2,3
4096,1,0,1,2,2,1956,54,1,1,1,3,2,1,2,3,1,1,3,0,1,4,3,2,2,5
4097,1,1,1,1,1,1948,62,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4098,0,0,4,2,2,1969,41,1,2,1,4,2,4,4,10,0,2,2,0,3,2,1,2,2,2
4099,0,1,4,1,6,1942,68,4,3,5,1,2,1,2,8,0,-1,-1,0,2,2,3,2,4,2
4100,1,1,4,2,1,1947,63,2,2,1,1,4,4,2,7,1,-1,-1,1,3,4,4,3,4,5
4101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4102,-1,1,4,1,1,1946,64,6,4,4,2,2,4,3,8,0,2,-1,0,1,4,4,3,4,3
4103,1,1,1,1,1,1952,58,5,4,4,2,2,1,5,10,1,0,0,0,1,4,4,4,4,3
4104,1,1,3,2,2,-1,-1,1,1,1,2,2,1,5,-1,1,0,-1,1,1,4,4,3,4,3
4105,1,1,4,1,1,1948,62,6,5,5,2,2,1,3,5,1,-1,-1,0,1,4,4,4,4,3
4106,1,1,1,2,3,1955,55,2,2,2,3,2,1,7,11,1,2,-1,0,-1,4,3,4,4,4
4107,1,1,4,2,2,1938,72,6,1,1,2,2,1,3,10,0,0,0,0,1,4,2,4,4,3
4108,1,1,-1,1,1,1938,72,5,4,5,3,2,1,4,10,1,-1,-1,0,1,4,4,4,4,3
4109,1,1,-1,1,1,1936,74,6,4,4,5,2,1,3,-1,-1,-1,-1,1,1,3,3,3,3,3
4110,1,1,-1,2,-1,-1,-1,-1,-1,-1,1,2,1,3,-1,-1,-1,-1,0,1,-1,-1,3,-1,4
4111,1,1,4,1,1,1946,64,6,5,5,-1,2,1,5,2,-1,1,0,0,1,4,4,4,3,4
4112,1,1,1,1,-1,1945,65,6,5,5,1,2,1,2,6,1,0,0,0,3,3,3,3,3,4
4113,1,1,1,1,1,1956,54,6,5,5,1,1,1,5,11,1,1,-1,0,1,4,4,4,4,4
4114,1,1,1,1,1,1929,81,6,5,5,1,1,1,7,11,1,1,-1,1,1,4,4,4,4,3
4115,1,1,-1,2,2,1958,52,1,4,1,2,2,1,4,10,-1,1,-1,0,2,4,4,4,4,3
4116,1,1,1,2,4,1951,59,1,4,1,1,3,1,3,7,0,0,0,0,1,4,4,4,4,4
4117,1,1,4,2,2,1955,55,6,2,1,1,2,1,3,8,1,3,-1,0,1,4,4,4,4,4
4118,1,1,4,1,3,1931,79,3,3,1,2,2,1,3,5,1,-1,-1,1,1,3,3,3,3,4
4119,0,0,4,2,2,1967,43,1,2,1,1,2,1,4,8,0,5,1,0,1,4,4,4,4,4
4120,1,1,-1,-1,2,1967,43,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4121,0,0,2,2,2,1975,35,1,2,1,4,2,1,3,12,0,0,0,0,3,1,1,1,4,3
4122,1,1,1,2,2,1971,39,1,1,1,1,2,1,3,9,1,5,1,-1,3,4,4,4,4,5
4123,1,1,1,2,2,1974,36,1,2,1,2,2,1,7,9,1,1,0,0,1,3,3,4,4,4
4124,1,1,1,2,2,1977,33,1,2,1,1,2,1,5,9,0,2,2,0,1,4,4,4,4,4
4125,1,1,2,1,3,1983,27,3,4,2,2,2,1,7,9,0,0,0,0,2,2,3,3,3,3
4126,1,1,1,2,2,1964,46,1,1,1,1,4,1,5,10,1,1,1,0,1,4,4,3,3,3
4127,1,1,1,1,-1,-1,-1,5,5,5,-1,2,1,3,2,0,1,0,0,1,4,4,4,4,5
4128,1,1,1,1,1,1954,56,5,5,5,2,2,1,7,3,1,1,-1,0,1,4,-1,-1,-1,4
4129,0,1,1,2,2,1988,22,1,2,1,2,2,1,3,12,1,2,-1,0,1,4,4,4,4,2
4130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4131,1,1,1,1,1,1964,46,5,5,5,1,2,1,3,10,1,1,-1,0,1,1,4,4,4,3
4132,1,1,1,2,2,1977,33,1,1,1,1,4,1,3,10,0,1,1,0,3,4,4,4,4,3
4133,0,1,1,1,-1,1972,38,6,3,-1,3,1,1,5,11,1,2,1,1,-1,-1,-1,-1,-1,5
4134,1,1,1,2,2,1977,33,1,1,1,6,2,1,5,9,1,1,-1,0,1,4,4,4,4,4
4135,1,1,1,1,1,1981,29,5,5,5,3,2,1,7,10,1,1,-1,0,1,4,4,4,4,5
4136,1,1,-1,2,3,1965,45,6,3,-1,2,2,1,5,-1,1,-1,-1,0,1,4,4,4,4,4
4137,1,1,3,2,-1,1986,24,2,2,2,-1,4,1,4,9,1,0,1,0,1,4,4,4,4,4
4138,0,1,1,2,2,1979,31,1,1,1,1,4,3,4,7,0,1,1,0,1,4,4,4,4,4
4139,1,1,4,2,2,1961,49,1,4,-1,-1,-1,-1,-1,-1,0,1,1,0,1,4,4,3,4,3
4140,1,0,4,2,3,1977,33,1,4,1,-1,2,1,3,10,0,1,1,1,1,1,3,2,2,3
4141,-1,-1,-1,-1,7,1953,57,1,2,1,2,2,1,3,11,1,1,-1,0,1,3,3,4,4,3
4142,1,1,1,1,1,1983,27,5,3,1,2,3,1,7,10,1,1,0,0,3,2,3,3,4,5
4143,1,1,1,1,1,1985,25,4,4,4,5,2,1,5,12,0,3,0,0,1,-1,-1,-1,-1,5
4144,1,1,1,2,7,1989,21,1,-1,1,2,2,1,4,-1,0,2,-1,0,1,4,4,4,4,4
4145,0,1,4,2,3,1969,41,2,4,1,2,2,1,4,12,1,2,3,0,1,4,4,4,4,4
4146,1,1,1,2,2,1979,31,1,4,1,2,2,1,6,8,1,0,0,0,2,3,3,3,3,4
4147,1,1,1,2,1,1950,60,1,2,1,2,2,1,3,9,1,0,0,0,2,3,3,4,4,4
4148,1,1,4,2,8,1993,17,2,3,2,3,2,3,1,-1,0,3,2,0,2,2,2,2,2,4
4149,1,1,4,1,-1,1992,18,5,5,5,3,2,4,1,1,0,1,-1,0,3,4,4,4,4,4
4150,1,1,-1,2,8,1993,17,5,5,5,4,2,4,1,3,0,1,1,0,1,4,4,4,4,5
4151,0,0,4,2,1,1988,22,4,4,3,1,4,1,3,3,0,2,-1,0,1,2,2,2,2,3
4152,1,1,1,2,2,1988,22,2,2,1,1,4,3,3,1,0,4,-1,1,2,3,4,3,4,3
4153,1,0,1,1,1,1991,19,-1,-1,5,3,-1,3,2,1,0,2,2,0,3,4,4,4,4,4
4154,0,0,4,2,5,1983,27,1,2,1,1,2,1,3,7,0,3,1,0,2,1,4,4,4,4
4155,1,1,1,2,3,1990,20,1,3,2,1,3,1,-1,9,1,1,0,1,3,2,2,2,2,3
4156,1,1,4,1,1,1962,48,5,5,5,3,4,1,2,9,1,0,0,1,1,3,1,1,1,5
4157,1,1,4,1,3,1993,17,3,3,2,3,4,3,1,7,0,-1,-1,0,1,2,2,2,2,2
4158,1,1,3,2,2,1955,55,6,3,1,2,2,1,4,10,0,0,0,0,1,4,4,4,4,4
4159,1,1,4,2,2,1992,18,6,6,1,2,2,3,2,8,0,2,1,0,1,3,3,2,3,1
4160,0,1,4,1,1,1992,18,5,5,5,3,2,3,2,2,0,1,0,0,1,1,4,2,2,5
4161,1,1,4,2,2,1988,22,1,1,1,-1,2,1,2,6,1,1,0,0,1,2,3,3,3,1
4162,0,0,3,2,8,1988,22,4,4,4,1,4,3,1,7,0,5,3,0,3,3,2,2,3,3
4163,1,0,1,1,1,1985,25,4,4,4,1,4,1,4,10,1,1,0,1,1,2,3,3,3,3
4164,1,0,1,1,3,1989,21,4,4,4,5,2,1,5,11,0,0,0,0,3,2,2,2,2,5
4165,1,1,2,1,1,1990,20,5,5,5,3,2,1,3,1,0,2,1,0,1,2,4,3,3,4
4166,1,1,4,2,3,1991,19,4,4,3,1,2,3,2,11,0,3,1,0,3,1,2,2,2,4
4167,1,1,1,1,-1,1959,51,1,1,1,2,1,1,5,12,0,2,1,1,3,4,4,4,4,4
4168,1,1,3,2,2,1990,20,1,2,1,1,2,1,3,1,0,0,0,0,3,4,4,4,4,5
4169,1,1,1,2,2,1970,40,-1,4,2,4,2,1,2,1,0,1,2,0,1,3,3,3,3,2
4170,0,1,1,2,3,1983,27,2,3,1,1,2,1,5,8,0,1,0,0,1,3,3,3,3,4
4171,1,1,2,1,1,1949,61,5,5,5,1,4,1,4,10,1,3,-1,0,1,2,2,2,2,3
